trialStress(2),trialStrain(2),FI_MT,r2Plus,d2Plus
   0.2159858042079575E-01,   0.1362573583336780E-01,   0.5154253709615097E+01,   0.5154253709615097E+01,   0.8175384464272277E+00
   0.2148597807362864E-01,   0.1368970642413478E-01,   0.5200896814302426E+01,   0.5200896814302426E+01,   0.8192994151497147E+00
   0.2137435671493319E-01,   0.1375367701490177E-01,   0.5247749682825864E+01,   0.5247749682825864E+01,   0.8210367024421320E+00
   0.2126370262792793E-01,   0.1381764760566875E-01,   0.5294812315185412E+01,   0.5294812315185412E+01,   0.8227507294017166E+00
   0.2115400235887803E-01,   0.1388161819643574E-01,   0.5342084711381071E+01,   0.5342084711381071E+01,   0.8244419077962133E+00
   0.2104524271071251E-01,   0.1394558878720272E-01,   0.5389566871412841E+01,   0.5389566871412841E+01,   0.8261106403109629E+00
   0.2093741073682917E-01,   0.1400955937796971E-01,   0.5437258795280719E+01,   0.5437258795280719E+01,   0.8277573207883849E+00
   0.2083049373508068E-01,   0.1407352996873669E-01,   0.5485160482984709E+01,   0.5485160482984709E+01,   0.8293823344601229E+00
   0.2072447924193596E-01,   0.1413750055950368E-01,   0.5533271934524808E+01,   0.5533271934524808E+01,   0.8309860581721059E+00
   0.2061935502681035E-01,   0.1420147115027066E-01,   0.5581593149901018E+01,   0.5581593149901018E+01,   0.8325688606027752E+00
   0.2051510908655931E-01,   0.1426544174103765E-01,   0.5630124129113337E+01,   0.5630124129113337E+01,   0.8341311024747099E+00
   0.2041172964012975E-01,   0.1432941233180463E-01,   0.5678864872161767E+01,   0.5678864872161767E+01,   0.8356731367598798E+00
   0.2030920512336388E-01,   0.1439338292257162E-01,   0.5727815379046306E+01,   0.5727815379046306E+01,   0.8371953088787444E+00
   0.2020752418395032E-01,   0.1445735351333860E-01,   0.5776975649766956E+01,   0.5776975649766956E+01,   0.8386979568934083E+00
   0.2010667567651784E-01,   0.1452132410410559E-01,   0.5826345684323717E+01,   0.5826345684323717E+01,   0.8401814116950329E+00
   0.2000664865786650E-01,   0.1458529469487257E-01,   0.5875925482716586E+01,   0.5875925482716586E+01,   0.8416459971857018E+00
   0.1990743238233231E-01,   0.1464926528563956E-01,   0.5925715044945567E+01,   0.5925715044945567E+01,   0.8430920304549245E+00
   0.1980901629728041E-01,   0.1471323587640654E-01,   0.5975714371010657E+01,   0.5975714371010657E+01,   0.8445198219509598E+00
   0.1971139003872295E-01,   0.1477720646717353E-01,   0.6025923460911858E+01,   0.6025923460911858E+01,   0.8459296756471310E+00
   0.1961454342705752E-01,   0.1484117705794051E-01,   0.6076342314649168E+01,   0.6076342314649168E+01,   0.8473218892033005E+00
   0.1951846646292215E-01,   0.1490514764870750E-01,   0.6126970932222589E+01,   0.6126970932222589E+01,   0.8486967541226635E+00
   0.1942314932316329E-01,   0.1496911823947448E-01,   0.6177809313632120E+01,   0.6177809313632120E+01,   0.8500545559040157E+00
   0.1932858235691300E-01,   0.1503308883024147E-01,   0.6228857458877764E+01,   0.6228857458877764E+01,   0.8513955741896427E+00
   0.1923475608177192E-01,   0.1509705942100845E-01,   0.6280115367959512E+01,   0.6280115367959512E+01,   0.8527200829089776E+00
   0.1914166118009469E-01,   0.1516103001177544E-01,   0.6331583040877374E+01,   0.6331583040877374E+01,   0.8540283504181601E+00
   0.1904928849537465E-01,   0.1522500060254242E-01,   0.6383260477631345E+01,   0.6383260477631345E+01,   0.8553206396356337E+00
   0.1895762902872451E-01,   0.1528897119330941E-01,   0.6435147678221426E+01,   0.6435147678221426E+01,   0.8565972081739082E+00
   0.1886667393545016E-01,   0.1535294178407639E-01,   0.6487244642647618E+01,   0.6487244642647618E+01,   0.8578583084676104E+00
   0.1877641452171473E-01,   0.1541691237484338E-01,   0.6539551370909920E+01,   0.6539551370909920E+01,   0.8591041878979420E+00
   0.1868684224128994E-01,   0.1548088296561036E-01,   0.6592067863008334E+01,   0.6592067863008334E+01,   0.8603350889136611E+00
   0.1859794869239223E-01,   0.1554485355637735E-01,   0.6644794118942854E+01,   0.6644794118942854E+01,   0.8615512491486956E+00
   0.1850972561460108E-01,   0.1560882414714433E-01,   0.6697730138713486E+01,   0.6697730138713486E+01,   0.8627529015364972E+00
   0.1842216488585668E-01,   0.1567279473791132E-01,   0.6750875922320231E+01,   0.6750875922320231E+01,   0.8639402744212374E+00
   0.1833525851953516E-01,   0.1573676532867830E-01,   0.6804231469763081E+01,   0.6804231469763081E+01,   0.8651135916659459E+00
   0.1824899866159832E-01,   0.1580073591944529E-01,   0.6857796781042044E+01,   0.6857796781042044E+01,   0.8662730727576868E+00
   0.1816337758781628E-01,   0.1586470651021227E-01,   0.6911571856157119E+01,   0.6911571856157119E+01,   0.8674189329098643E+00
   0.1807838770106026E-01,   0.1592867710097926E-01,   0.6965556695108301E+01,   0.6965556695108301E+01,   0.8685513831617487E+00
   0.1799402152866398E-01,   0.1599264769174624E-01,   0.7019751297895592E+01,   0.7019751297895592E+01,   0.8696706304753072E+00
   0.1791027171985115E-01,   0.1605661828251323E-01,   0.7074155664518997E+01,   0.7074155664518997E+01,   0.8707768778294231E+00
   0.1782713104322742E-01,   0.1612058887328021E-01,   0.7128769794978511E+01,   0.7128769794978511E+01,   0.8718703243115840E+00
   0.1774459238433475E-01,   0.1618455946404720E-01,   0.7183593689274131E+01,   0.7183593689274131E+01,   0.8729511652071158E+00
   0.1766264874326642E-01,   0.1624853005481418E-01,   0.7238627347405865E+01,   0.7238627347405865E+01,   0.8740195920860387E+00
   0.1758129323234086E-01,   0.1631250064558117E-01,   0.7293870769373713E+01,   0.7293870769373713E+01,   0.8750757928876148E+00
   0.1750051907383278E-01,   0.1637647123634815E-01,   0.7349323955177667E+01,   0.7349323955177667E+01,   0.8761199520026595E+00
   0.1742031959775956E-01,   0.1644044182711514E-01,   0.7404986904817728E+01,   0.7404986904817728E+01,   0.8771522503536834E+00
   0.1734068823972173E-01,   0.1650441241788212E-01,   0.7460859618293904E+01,   0.7460859618293904E+01,   0.8781728654729303E+00
   0.1726161853879582E-01,   0.1656838300864911E-01,   0.7516942095606189E+01,   0.7516942095606189E+01,   0.8791819715783714E+00
   0.1718310413547798E-01,   0.1663235359941609E-01,   0.7573234336754580E+01,   0.7573234336754580E+01,   0.8801797396477218E+00
   0.1710513876967706E-01,   0.1669632419018308E-01,   0.7629736341739084E+01,   0.7629736341739084E+01,   0.8811663374905327E+00
   0.1702771627875578E-01,   0.1676029478095006E-01,   0.7686448110559701E+01,   0.7686448110559701E+01,   0.8821419298184203E+00
   0.1695083059561858E-01,   0.1682426537171705E-01,   0.7743369643216426E+01,   0.7743369643216426E+01,   0.8831066783134826E+00
   0.1687447574684476E-01,   0.1688823596248403E-01,   0.7800500939709258E+01,   0.7800500939709258E+01,   0.8840607416949613E+00
   0.1679864585086577E-01,   0.1695220655325102E-01,   0.7857842000038206E+01,   0.7857842000038206E+01,   0.8850042757841973E+00
   0.1672333511618546E-01,   0.1701617714401800E-01,   0.7915392824203261E+01,   0.7915392824203261E+01,   0.8859374335679296E+00
   0.1664853783964191E-01,   0.1708014773478499E-01,   0.7973153412204423E+01,   0.7973153412204423E+01,   0.8868603652599879E+00
   0.1657424840470994E-01,   0.1714411832555197E-01,   0.8031123764041700E+01,   0.8031123764041700E+01,   0.8877732183614223E+00
   0.1650046127984290E-01,   0.1720808891631896E-01,   0.8089303879715086E+01,   0.8089303879715086E+01,   0.8886761377191184E+00
   0.1642717101685299E-01,   0.1727205950708594E-01,   0.8147693759224582E+01,   0.8147693759224582E+01,   0.8895692655829380E+00
   0.1635437224932881E-01,   0.1733603009785293E-01,   0.8206293402570184E+01,   0.8206293402570184E+01,   0.8904527416614313E+00
   0.1628205969108917E-01,   0.1740000068861991E-01,   0.8265102809751903E+01,   0.8265102809751903E+01,   0.8913267031761573E+00
   0.1621022813467245E-01,   0.1746397127938690E-01,   0.8324121980769728E+01,   0.8324121980769728E+01,   0.8921912849146545E+00
   0.1613887244986001E-01,   0.1752794187015388E-01,   0.8383350915623662E+01,   0.8383350915623662E+01,   0.8930466192821014E+00
   0.1606798758223340E-01,   0.1759191246092087E-01,   0.8442789614313710E+01,   0.8442789614313710E+01,   0.8938928363516989E+00
   0.1599756855176386E-01,   0.1765588305168785E-01,   0.8502438076839868E+01,   0.8502438076839868E+01,   0.8947300639138163E+00
   0.1592761045143376E-01,   0.1771985364245484E-01,   0.8562296303202134E+01,   0.8562296303202134E+01,   0.8955584275239307E+00
   0.1585810844588877E-01,   0.1778382423322182E-01,   0.8622364293400510E+01,   0.8622364293400510E+01,   0.8963780505493976E+00
   0.1578905777012013E-01,   0.1784779482398881E-01,   0.8682642047434996E+01,   0.8682642047434996E+01,   0.8971890542150814E+00
   0.1572045372817617E-01,   0.1791176541475579E-01,   0.8743129565305592E+01,   0.8743129565305592E+01,   0.8979915576478809E+00
   0.1565229169190242E-01,   0.1797573600552278E-01,   0.8803826847012298E+01,   0.8803826847012298E+01,   0.8987856779201771E+00
   0.1558456709970934E-01,   0.1803970659628976E-01,   0.8864733892555117E+01,   0.8864733892555117E+01,   0.8995715300922359E+00
   0.1551727545536730E-01,   0.1810367718705675E-01,   0.8925850701934044E+01,   0.8925850701934044E+01,   0.9003492272535921E+00
   0.1545041232682769E-01,   0.1816764777782373E-01,   0.8987177275149081E+01,   0.8987177275149081E+01,   0.9011188805634442E+00
   0.1538397334506990E-01,   0.1823161836859072E-01,   0.9048713612200228E+01,   0.9048713612200228E+01,   0.9018805992900856E+00
   0.1531795420297318E-01,   0.1829558895935770E-01,   0.9110459713087485E+01,   0.9110459713087485E+01,   0.9026344908493991E+00
   0.1525235065421289E-01,   0.1835955955012469E-01,   0.9172415577810852E+01,   0.9172415577810852E+01,   0.9033806608424410E+00
   0.1518715851218069E-01,   0.1842353014089167E-01,   0.9234581206370333E+01,   0.9234581206370333E+01,   0.9041192130921365E+00
   0.1512237364892763E-01,   0.1848750073165866E-01,   0.9296956598765918E+01,   0.9296956598765918E+01,   0.9048502496791139E+00
   0.1505799199412997E-01,   0.1855147132242564E-01,   0.9359541754997617E+01,   0.9359541754997617E+01,   0.9055738709766976E+00
   0.1499400953407704E-01,   0.1861544191319263E-01,   0.9422336675065425E+01,   0.9422336675065425E+01,   0.9062901756850845E+00
   0.1493042231068043E-01,   0.1867941250395961E-01,   0.9485341358969343E+01,   0.9485341358969343E+01,   0.9069992608647242E+00
   0.1486722642050418E-01,   0.1874338309472660E-01,   0.9548555806709372E+01,   0.9548555806709372E+01,   0.9077012219689249E+00
   0.1480441801381547E-01,   0.1880735368549358E-01,   0.9611980018285509E+01,   0.9611980018285509E+01,   0.9083961528757050E+00
   0.1474199329365506E-01,   0.1887132427626057E-01,   0.9675613993697761E+01,   0.9675613993697761E+01,   0.9090841459189103E+00
   0.1467994851492716E-01,   0.1893529486702755E-01,   0.9739457732946116E+01,   0.9739457732946116E+01,   0.9097652919186172E+00
   0.1461827998350834E-01,   0.1899926545779454E-01,   0.9803511236030586E+01,   0.9803511236030586E+01,   0.9104396802108382E+00
   0.1455698405537490E-01,   0.1906323604856152E-01,   0.9867774502951164E+01,   0.9867774502951164E+01,   0.9111073986765503E+00
   0.1449605713574813E-01,   0.1912720663932851E-01,   0.9932247533707853E+01,   0.9932247533707853E+01,   0.9117685337700629E+00
   0.1443549567825727E-01,   0.1919117723009549E-01,   0.9996930328300653E+01,   0.9996930328300653E+01,   0.9124231705467425E+00
   0.1437529618411969E-01,   0.1925514782086248E-01,   0.1006182288672957E+02,   0.1006182288672957E+02,   0.9130713926901095E+00
   0.1431545520133768E-01,   0.1931911841162946E-01,   0.1012692520899459E+02,   0.1012692520899459E+02,   0.9137132825383263E+00
   0.1425596932391163E-01,   0.1938308900239645E-01,   0.1019223729509571E+02,   0.1019223729509571E+02,   0.9143489211100895E+00
   0.1419683519106928E-01,   0.1944705959316343E-01,   0.1025775914503295E+02,   0.1025775914503295E+02,   0.9149783881299420E+00
   0.1413804948651034E-01,   0.1951103018393042E-01,   0.1032349075880631E+02,   0.1032349075880631E+02,   0.9156017620530218E+00
   0.1407960893766657E-01,   0.1957500077469740E-01,   0.1038943213641576E+02,   0.1038943213641576E+02,   0.9162191200892582E+00
   0.1402151031497648E-01,   0.1963897136546439E-01,   0.1045558327786133E+02,   0.1045558327786133E+02,   0.9168305382270334E+00
   0.1396375043117458E-01,   0.1970294195623137E-01,   0.1052194418314301E+02,   0.1052194418314301E+02,   0.9174360912563202E+00
   0.1390632614059501E-01,   0.1976691254699836E-01,   0.1058851485226081E+02,   0.1058851485226081E+02,   0.9180358527913095E+00
   0.1384923433848863E-01,   0.1983088313776534E-01,   0.1065529528521470E+02,   0.1065529528521470E+02,   0.9186298952925418E+00
   0.1379247196035396E-01,   0.1989485372853233E-01,   0.1072228548200471E+02,   0.1072228548200471E+02,   0.9192182900885532E+00
   0.1373603598128103E-01,   0.1995882431929931E-01,   0.1078948544263084E+02,   0.1078948544263084E+02,   0.9198011073970495E+00
   0.1367992341530832E-01,   0.2002279491006630E-01,   0.1085689516709307E+02,   0.1085689516709307E+02,   0.9203784163456193E+00
   0.1362413131479222E-01,   0.2008676550083328E-01,   0.1092451465539141E+02,   0.1092451465539141E+02,   0.9209502849919983E+00
   0.1356865676978872E-01,   0.2015073609160027E-01,   0.1099234390752586E+02,   0.1099234390752586E+02,   0.9215167803438939E+00
   0.1351349690744727E-01,   0.2021470668236725E-01,   0.1106038292349642E+02,   0.1106038292349642E+02,   0.9220779683783848E+00
   0.1345864889141623E-01,   0.2027867727313424E-01,   0.1112863170330309E+02,   0.1112863170330309E+02,   0.9226339140609014E+00
   0.1340410992125990E-01,   0.2034264786390122E-01,   0.1119709024694587E+02,   0.1119709024694587E+02,   0.9231846813638009E+00
   0.1334987723188675E-01,   0.2040661845466821E-01,   0.1126575855442477E+02,   0.1126575855442477E+02,   0.9237303332845450E+00
   0.1329594809298852E-01,   0.2047058904543519E-01,   0.1133463662573977E+02,   0.1133463662573977E+02,   0.9242709318634911E+00
   0.1324231980849023E-01,   0.2053455963620218E-01,   0.1140372446089088E+02,   0.1140372446089088E+02,   0.9248065382013049E+00
   0.1318898971601047E-01,   0.2059853022696916E-01,   0.1147302205987810E+02,   0.1147302205987810E+02,   0.9253372124760053E+00
   0.1313595518633206E-01,   0.2066250081773615E-01,   0.1154252942270143E+02,   0.1154252942270143E+02,   0.9258630139596493E+00
   0.1308321362288268E-01,   0.2072647140850313E-01,   0.1161224654936087E+02,   0.1161224654936087E+02,   0.9263840010346654E+00
   0.1303076246122521E-01,   0.2079044199927011E-01,   0.1168217343985643E+02,   0.1168217343985643E+02,   0.9269002312098458E+00
   0.1297859916855790E-01,   0.2085441259003710E-01,   0.1175231009418809E+02,   0.1175231009418809E+02,   0.9274117611360017E+00
   0.1292672124322360E-01,   0.2091838318080409E-01,   0.1182265651235586E+02,   0.1182265651235586E+02,   0.9279186466212950E+00
   0.1287512621422832E-01,   0.2098235377157107E-01,   0.1189321269435974E+02,   0.1189321269435974E+02,   0.9284209426462494E+00
   0.1282381164076871E-01,   0.2104632436233806E-01,   0.1196397864019974E+02,   0.1196397864019974E+02,   0.9289187033784512E+00
   0.1277277511176838E-01,   0.2111029495310504E-01,   0.1203495434987584E+02,   0.1203495434987584E+02,   0.9294119821869453E+00
   0.1272201424542264E-01,   0.2117426554387202E-01,   0.1210613982338805E+02,   0.1210613982338805E+02,   0.9299008316563363E+00
   0.1267152668875165E-01,   0.2123823613463901E-01,   0.1217753506073638E+02,   0.1217753506073638E+02,   0.9303853036005985E+00
   0.1262131011716206E-01,   0.2130220672540600E-01,   0.1224914006192081E+02,   0.1224914006192081E+02,   0.9308654490766027E+00
   0.1257136223401622E-01,   0.2136617731617298E-01,   0.1232095482694135E+02,   0.1232095482694135E+02,   0.9313413183973689E+00
   0.1252168077020953E-01,   0.2143014790693996E-01,   0.1239297935579801E+02,   0.1239297935579801E+02,   0.9318129611450466E+00
   0.1247226348375552E-01,   0.2149411849770695E-01,   0.1246521364849077E+02,   0.1246521364849077E+02,   0.9322804261836330E+00
   0.1242310815937833E-01,   0.2155808908847394E-01,   0.1253765770501965E+02,   0.1253765770501965E+02,   0.9327437616714331E+00
   0.1237421260811249E-01,   0.2162205967924092E-01,   0.1261031152538463E+02,   0.1261031152538463E+02,   0.9332030150732687E+00
   0.1232557466691009E-01,   0.2168603027000791E-01,   0.1268317510958572E+02,   0.1268317510958572E+02,   0.9336582331724416E+00
   0.1227719219825492E-01,   0.2175000086077489E-01,   0.1275624845762293E+02,   0.1275624845762293E+02,   0.9341094620824557E+00
   0.1222906308978348E-01,   0.2181397145154187E-01,   0.1282953156949624E+02,   0.1282953156949624E+02,   0.9345567472585063E+00
   0.1218118525391280E-01,   0.2187794204230886E-01,   0.1290302444520567E+02,   0.1290302444520567E+02,   0.9350001335087383E+00
   0.1213355662747493E-01,   0.2194191263307585E-01,   0.1297672708475120E+02,   0.1297672708475120E+02,   0.9354396650052814E+00
   0.1208617517135769E-01,   0.2200588322384283E-01,   0.1305063948813285E+02,   0.1305063948813285E+02,   0.9358753852950663E+00
   0.1203903887015216E-01,   0.2206985381460981E-01,   0.1312476165535060E+02,   0.1312476165535060E+02,   0.9363073373104260E+00
   0.1199214573180594E-01,   0.2213382440537680E-01,   0.1319909358640447E+02,   0.1319909358640447E+02,   0.9367355633794894E+00
   0.1194549378728288E-01,   0.2219779499614379E-01,   0.1327363528129444E+02,   0.1327363528129444E+02,   0.9371601052363685E+00
   0.1189908109022847E-01,   0.2226176558691077E-01,   0.1334838674002053E+02,   0.1334838674002053E+02,   0.9375810040311479E+00
   0.1185290571664133E-01,   0.2232573617767776E-01,   0.1342334796258273E+02,   0.1342334796258273E+02,   0.9379983003396766E+00
   0.1180696576455025E-01,   0.2238970676844474E-01,   0.1349851894898103E+02,   0.1349851894898103E+02,   0.9384120341731704E+00
   0.1176125935369681E-01,   0.2245367735921172E-01,   0.1357389969921545E+02,   0.1357389969921545E+02,   0.9388222449876271E+00
   0.1171578462522372E-01,   0.2251764794997871E-01,   0.1364949021328597E+02,   0.1364949021328597E+02,   0.9392289716930582E+00
   0.1167053974136818E-01,   0.2258161854074570E-01,   0.1372529049119261E+02,   0.1372529049119261E+02,   0.9396322526625431E+00
   0.1162552288516091E-01,   0.2264558913151268E-01,   0.1380130053293535E+02,   0.1380130053293535E+02,   0.9400321257411077E+00
   0.1158073226013001E-01,   0.2270955972227966E-01,   0.1387752033851421E+02,   0.1387752033851421E+02,   0.9404286282544329E+00
   0.1153616609001004E-01,   0.2277353031304665E-01,   0.1395394990792918E+02,   0.1395394990792918E+02,   0.9408217970173951E+00
   0.1149182261845611E-01,   0.2283750090381364E-01,   0.1403058924118025E+02,   0.1403058924118025E+02,   0.9412116683424441E+00
   0.1144770010876263E-01,   0.2290147149458062E-01,   0.1410743833826744E+02,   0.1410743833826744E+02,   0.9415982780478207E+00
   0.1140379684358703E-01,   0.2296544208534761E-01,   0.1418449719919074E+02,   0.1418449719919074E+02,   0.9419816614656180E+00
   0.1136011112467798E-01,   0.2302941267611459E-01,   0.1426176582395014E+02,   0.1426176582395014E+02,   0.9423618534496896E+00
   0.1131664127260842E-01,   0.2309338326688157E-01,   0.1433924421254566E+02,   0.1433924421254566E+02,   0.9427388883834076E+00
   0.1127338562651278E-01,   0.2315735385764856E-01,   0.1441693236497728E+02,   0.1441693236497728E+02,   0.9431128001872754E+00
   0.1123034254382873E-01,   0.2322132444841555E-01,   0.1449483028124502E+02,   0.1449483028124502E+02,   0.9434836223263963E+00
   0.1118751040004340E-01,   0.2328529503918253E-01,   0.1457293796134887E+02,   0.1457293796134887E+02,   0.9438513878178013E+00
   0.1114488758844349E-01,   0.2334926562994951E-01,   0.1465125540528883E+02,   0.1465125540528883E+02,   0.9442161292376413E+00
   0.1110247251986993E-01,   0.2341323622071650E-01,   0.1472978261306490E+02,   0.1472978261306490E+02,   0.9445778787282429E+00
   0.1106026362247611E-01,   0.2347720681148349E-01,   0.1480851958467707E+02,   0.1480851958467707E+02,   0.9449366680050352E+00
   0.1101825934149066E-01,   0.2354117740225047E-01,   0.1488746632012536E+02,   0.1488746632012536E+02,   0.9452925283633450E+00
   0.1097645813898360E-01,   0.2360514799301746E-01,   0.1496662281940976E+02,   0.1496662281940976E+02,   0.9456454906850692E+00
   0.1093485849363677E-01,   0.2366911858378444E-01,   0.1504598908253027E+02,   0.1504598908253027E+02,   0.9459955854452211E+00
   0.1089345890051767E-01,   0.2373308917455142E-01,   0.1512556510948689E+02,   0.1512556510948689E+02,   0.9463428427183582E+00
   0.1085225787085717E-01,   0.2379705976531841E-01,   0.1520535090027961E+02,   0.1520535090027961E+02,   0.9466872921848906E+00
   0.1081125393183093E-01,   0.2386103035608540E-01,   0.1528534645490845E+02,   0.1528534645490845E+02,   0.9470289631372736E+00
   0.1077044562634404E-01,   0.2392500094685238E-01,   0.1536555177337340E+02,   0.1536555177337340E+02,   0.9473678844860883E+00
   0.1072983151281944E-01,   0.2398897153761936E-01,   0.1544596685567446E+02,   0.1544596685567446E+02,   0.9477040847660104E+00
   0.1068941016498971E-01,   0.2405294212838635E-01,   0.1552659170181163E+02,   0.1552659170181163E+02,   0.9480375921416698E+00
   0.1064918017169204E-01,   0.2411691271915333E-01,   0.1560742631178491E+02,   0.1560742631178491E+02,   0.9483684344134055E+00
   0.1060914013666668E-01,   0.2418088330992032E-01,   0.1568847068559429E+02,   0.1568847068559429E+02,   0.9486966390229148E+00
   0.1056928867835843E-01,   0.2424485390068731E-01,   0.1576972482323980E+02,   0.1576972482323980E+02,   0.9490222330588020E+00
   0.1052962442972158E-01,   0.2430882449145429E-01,   0.1585118872472140E+02,   0.1585118872472140E+02,   0.9493452432620253E+00
   0.1049014603802759E-01,   0.2437279508222127E-01,   0.1593286239003912E+02,   0.1593286239003912E+02,   0.9496656960312480E+00
   0.1045085216467611E-01,   0.2443676567298826E-01,   0.1601474581919295E+02,   0.1601474581919295E+02,   0.9499836174280920E+00
   0.1041174148500886E-01,   0.2450073626375525E-01,   0.1609683901218289E+02,   0.1609683901218289E+02,   0.9502990331822989E+00
   0.1037281268812642E-01,   0.2456470685452223E-01,   0.1617914196900894E+02,   0.1617914196900894E+02,   0.9506119686967981E+00
   0.1033406447670801E-01,   0.2462867744528921E-01,   0.1626165468967110E+02,   0.1626165468967110E+02,   0.9509224490526853E+00
   0.1029549556683400E-01,   0.2469264803605620E-01,   0.1634437717416938E+02,   0.1634437717416938E+02,   0.9512304990141127E+00
   0.1025710468781126E-01,   0.2475661862682318E-01,   0.1642730942250375E+02,   0.1642730942250375E+02,   0.9515361430330925E+00
   0.1021889058200118E-01,   0.2482058921759017E-01,   0.1651045143467424E+02,   0.1651045143467424E+02,   0.9518394052542158E+00
   0.1018085200465041E-01,   0.2488455980835715E-01,   0.1659380321068084E+02,   0.1659380321068084E+02,   0.9521403095192887E+00
   0.1014298772372426E-01,   0.2494853039912414E-01,   0.1667736475052356E+02,   0.1667736475052356E+02,   0.9524388793718862E+00
   0.1010529651974248E-01,   0.2501250098989112E-01,   0.1676113605420237E+02,   0.1676113605420237E+02,   0.9527351380618277E+00
   0.1006777718561790E-01,   0.2507647158065811E-01,   0.1684511712171731E+02,   0.1684511712171731E+02,   0.9530291085495731E+00
   0.1003042852649727E-01,   0.2514044217142510E-01,   0.1692930795306835E+02,   0.1692930795306835E+02,   0.9533208135105429E+00
   0.9993249359604706E-02,   0.2520441276219208E-01,   0.1701370854825550E+02,   0.1701370854825550E+02,   0.9536102753393629E+00
   0.9956238514087423E-02,   0.2526838335295906E-01,   0.1709831890727876E+02,   0.1709831890727876E+02,   0.9538975161540362E+00
   0.9919394830863943E-02,   0.2533235394372605E-01,   0.1718313903013813E+02,   0.1718313903013813E+02,   0.9541825578000415E+00
   0.9882717162474478E-02,   0.2539632453449303E-01,   0.1726816891683361E+02,   0.1726816891683361E+02,   0.9544654218543623E+00
   0.9846204372933754E-02,   0.2546029512526002E-01,   0.1735340856736521E+02,   0.1735340856736521E+02,   0.9547461296294458E+00
   0.9809855337585912E-02,   0.2552426571602700E-01,   0.1743885798173291E+02,   0.1743885798173291E+02,   0.9550247021770939E+00
   0.9773668942961581E-02,   0.2558823630679399E-01,   0.1752451715993672E+02,   0.1752451715993672E+02,   0.9553011602922884E+00
   0.9737644086637411E-02,   0.2565220689756097E-01,   0.1761038610197664E+02,   0.1761038610197664E+02,   0.9555755245169493E+00
   0.9701779677097230E-02,   0.2571617748832796E-01,   0.1769646480785267E+02,   0.1769646480785267E+02,   0.9558478151436309E+00
   0.9666074633595709E-02,   0.2578014807909495E-01,   0.1778275327756481E+02,   0.1778275327756481E+02,   0.9561180522191539E+00
   0.9630527886023893E-02,   0.2584411866986193E-01,   0.1786925151111307E+02,   0.1786925151111307E+02,   0.9563862555481757E+00
   0.9595138374776607E-02,   0.2590808926062891E-01,   0.1795595950849743E+02,   0.1795595950849743E+02,   0.9566524446967016E+00
   0.9559905050622172E-02,   0.2597205985139590E-01,   0.1804287726971790E+02,   0.1804287726971790E+02,   0.9569166389955354E+00
   0.9524826874573695E-02,   0.2603603044216288E-01,   0.1813000479477448E+02,   0.1813000479477448E+02,   0.9571788575436724E+00
   0.9489902817762548E-02,   0.2610000103292987E-01,   0.1821734208366718E+02,   0.1821734208366718E+02,   0.9574391192116357E+00
   0.9455131861313441E-02,   0.2616397162369685E-01,   0.1830488913639597E+02,   0.1830488913639597E+02,   0.9576974426447566E+00
   0.9420512996221665E-02,   0.2622794221446384E-01,   0.1839264595296089E+02,   0.1839264595296089E+02,   0.9579538462663993E+00
   0.9386045223231816E-02,   0.2629191280523082E-01,   0.1848061253336191E+02,   0.1848061253336191E+02,   0.9582083482811330E+00
   0.9351727552718488E-02,   0.2635588339599781E-01,   0.1856878887759905E+02,   0.1856878887759905E+02,   0.9584609666778504E+00
   0.9317559004568697E-02,   0.2641985398676479E-01,   0.1865717498567230E+02,   0.1865717498567230E+02,   0.9587117192328349E+00
   0.9283538608065972E-02,   0.2648382457753178E-01,   0.1874577085758165E+02,   0.1874577085758165E+02,   0.9589606235127768E+00
   0.9249665401776028E-02,   0.2654779516829876E-01,   0.1883457649332711E+02,   0.1883457649332711E+02,   0.9592076968777399E+00
   0.9215938433434387E-02,   0.2661176575906575E-01,   0.1892359189290869E+02,   0.1892359189290869E+02,   0.9594529564840788E+00
   0.9182356759835369E-02,   0.2667573634983273E-01,   0.1901281705632636E+02,   0.1901281705632636E+02,   0.9596964192873086E+00
   0.9148919446722673E-02,   0.2673970694059972E-01,   0.1910225198358016E+02,   0.1910225198358016E+02,   0.9599381020449280E+00
   0.9115625568681854E-02,   0.2680367753136670E-01,   0.1919189667467006E+02,   0.1919189667467006E+02,   0.9601780213191944E+00
   0.9082474209033860E-02,   0.2686764812213369E-01,   0.1928175112959608E+02,   0.1928175112959608E+02,   0.9604161934798563E+00
   0.9049464459730570E-02,   0.2693161871290067E-01,   0.1937181534835820E+02,   0.1937181534835820E+02,   0.9606526347068388E+00
   0.9016595421251432E-02,   0.2699558930366766E-01,   0.1946208933095644E+02,   0.1946208933095644E+02,   0.9608873609928874E+00
   0.8983866202501882E-02,   0.2705955989443464E-01,   0.1955257307739079E+02,   0.1955257307739079E+02,   0.9611203881461673E+00
   0.8951275920713009E-02,   0.2712353048520163E-01,   0.1964326658766124E+02,   0.1964326658766124E+02,   0.9613517317928217E+00
   0.8918823701342712E-02,   0.2718750107596861E-01,   0.1973416986176780E+02,   0.1973416986176780E+02,   0.9615814073794888E+00
   0.8886508677978258E-02,   0.2725147166673560E-01,   0.1982528289971048E+02,   0.1982528289971048E+02,   0.9618094301757777E+00
